track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
57,0.598,0.68,3,-11.431,0.029,0.209,0.00172,0.3,0.708,112.067,257627
6,0.598,0.532,3,-6.833,0.0295,0.0668,0.00000,0.0617,0.261,74.963,262521
68,0.598,0.888,4,-5.119,0.0807,0.00947,0,0.347,0.482,103.966,187133
28,0.598,0.647,3,-5.859,0.0381,0.234,0.00001,0.183,0.194,99.978,196859
61,0.598,0.429,8,-11.145,0.0368,0.107,0.00936,0.0849,0.0568,99.933,261527
1,0.598,0.432,6,-8.619,0.0281,0.172,0.0003,0.106,0.254,122.006,251280
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
66,0.598,0.708,3,-4.363,0.284,0.419,0,0.0962,0.724,103.056,153993
27,0.598,0.895,8,-4.76,0.32,0.0905,0,0.132,0.775,139.829,211509
0,0.598,0.807,0,-6.43,0.0811,0.187,0,0.183,0.928,83.029,243464
52,0.598,0.742,6,-5.59,0.0271,0.00935,0.00000,0.0968,0.349,129.984,242112
44,0.598,0.7,8,-3.903,0.205,0.0074,0,0.281,0.558,139.48,250373
22,0.598,0.715,5,-5.714,0.276,0.214,0.00000,0.158,0.682,152.114,271497
38,0.598,0.835,2,-7.28,0.338,0.0674,0,0.725,0.601,178.683,278307
42,0.598,0.826,10,-5.641,0.328,0.0897,0,0.287,0.423,91.709,177160
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
19,0.598,0.528,0,-11.211,0.386,0.618,0,0.121,0.363,144.847,188476
53,0.598,0.856,9,-6.204,0.306,0.219,0,0.291,0.779,173.929,272627
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
45,0.598,0.665,6,-4.399,0.0908,0.00958,0.0013,0.106,0.183,92.072,211304
55,0.598,0.809,11,-5.635,0.194,0.0655,0,0.792,0.593,114.098,230260
66,0.598,0.437,2,-10.97,0.0422,0.0883,0.839,0.1,0.0697,147.844,172009
0,0.598,0.683,4,-12.264,0.0453,0.0518,0.918,0.0846,0.696,115.032,297867
75,0.598,0.676,0,-9.211,0.0279,0.13,0.225,0.112,0.805,114.169,340742
42,0.598,0.374,9,-14.085,0.0259,0.383,0.548,0.128,0.413,109.499,307467
75,0.598,0.676,0,-9.211,0.0279,0.13,0.225,0.112,0.805,114.169,340742
3,0.598,0.606,0,-11.812,0.0256,0.162,0.00036,0.353,0.91,97.736,287173
0,0.598,0.659,2,-7.663,0.0378,0.508,0.0638,0.11,0.546,129.462,346213
20,0.598,0.568,6,-7.312,0.0274,0.0113,0.0000,0.34,0.16,127.797,181931
19,0.598,0.795,0,-5.856,0.0418,0.00451,0.00002,0.116,0.488,134.92,221262
45,0.598,0.432,3,-11.213,0.035,0.455,0,0.132,0.533,87.9,223933
68,0.598,0.888,4,-5.119,0.0807,0.00947,0,0.347,0.482,103.966,187133
3,0.598,0.606,0,-11.812,0.0256,0.162,0.00036,0.353,0.91,97.736,287173
75,0.598,0.676,0,-9.211,0.0279,0.13,0.225,0.112,0.805,114.169,340742
63,0.598,0.74,2,-7.391,0.0684,0.026,0,0.0895,0.342,123.945,240000
49,0.598,0.931,7,-6.189,0.0393,0.00781,0.32,0.127,0.394,121.971,175695
37,0.598,0.764,4,-6.289,0.0592,0.0623,0.00302,0.387,0.669,200.042,159600
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
40,0.598,0.9,4,-4.469,0.129,0.0299,0,0.47,0.233,125.841,284373
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
21,0.598,0.781,5,-4.272,0.0465,0.17,0,0.139,0.626,97.482,209067
25,0.598,0.823,1,-5.043,0.243,0.0438,0.0000,0.0599,0.279,107.772,158000
64,0.598,0.496,0,-9.309,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
91,0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387
51,0.598,0.722,1,-8.194,0.407,0.486,0,0.309,0.535,79.888,195200
40,0.598,0.531,6,-13.194,0.0378,0.201,0,0.0264,0.438,81.482,290533
48,0.598,0.0647,2,-12.254,0.0913,0.655,0,0.115,0.339,132.853,161640
47,0.598,0.407,3,-13.918,0.0695,0.523,0,0.121,0.673,60.01,194500
91,0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387
76,0.598,0.71,0,-6.839,0.0272,0.0476,0.00002,0.1,0.726,97.976,274294
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
38,0.598,0.862,6,-4.738,0.099,0.00251,0,0.305,0.366,117.054,176410
27,0.598,0.606,0,-8.075,0.0407,0.0264,0,0.0706,0.211,85.981,251533
36,0.598,0.39,10,-11.798,0.028,0.952,0.0513,0.112,0.765,107.018,187724
40,0.598,0.531,6,-13.194,0.0378,0.201,0,0.0264,0.438,81.482,290533
37,0.598,0.412,11,-9.838,0.14,0.815,0.00035,0.114,0.431,146.039,339847
48,0.598,0.858,10,-4.971,0.102,0.0562,0.0264,0.324,0.293,128.011,151875
34,0.598,0.768,10,-4.406,0.206,0.00060,0.825,0.584,0.176,99.162,211067
91,0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387
22,0.598,0.906,1,-5.21,0.191,0.00428,0.00003,0.18,0.153,126.001,172857
16,0.598,0.839,4,-4.638,0.0451,0.00144,0.00009,0.214,0.0998,130.074,179510
91,0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387
42,0.598,0.917,0,-4.63,0.102,0.00171,0.664,0.186,0.198,128.013,314924
0,0.598,0.967,1,-1.7,0.0483,0.00735,0.826,0.0765,0.477,130.006,306231
91,0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387
47,0.598,0.94,1,-3.037,0.0363,0.00009,0.514,0.114,0.242,140.032,174000
55,0.598,0.836,1,-2.388,0.0457,0.0324,0.00000,0.0751,0.343,130.009,273231
94,0.598,0.427,7,-8.764,0.0317,0.0546,0.00001,0.21,0.0605,76.469,175721
38,0.598,0.862,6,-4.738,0.099,0.00251,0,0.305,0.366,117.054,176410
27,0.598,0.606,0,-8.075,0.0407,0.0264,0,0.0706,0.211,85.981,251533
25,0.598,0.595,4,-5.996,0.0916,0.061,0,0.114,0.264,174.06,177927
27,0.598,0.832,11,-5.592,0.191,0.141,0,0.113,0.268,147.758,222058
0,0.598,0.792,11,-4.043,0.0478,0.121,0,0.158,0.732,97.479,206327
33,0.598,0.693,8,-8.273,0.0753,0.204,0.121,0.102,0.181,144.941,210207
0,0.598,0.842,5,-5.612,0.0815,0.0978,0.00008,0.644,0.591,103.921,152461
22,0.598,0.762,10,-7.365,0.0333,0.00206,0.843,0.0883,0.239,115.978,235654
0,0.598,0.907,0,-4.435,0.0474,0.00245,0.00659,0.188,0.431,127.028,381732
0,0.598,0.917,0,-4.63,0.102,0.00171,0.664,0.186,0.198,128.013,314924
73,0.598,0.904,4,-2.293,0.0507,0.331,0,0.264,0.503,138.091,198075
48,0.598,0.762,3,-5.633,0.0502,0.182,0.00000,0.216,0.142,128.067,263562
22,0.598,0.938,1,-4.197,0.0375,0.0384,0.00016,0.465,0.279,125.968,209554
21,0.599,0.795,7,-5.072,0.15,0.223,0,0.125,0.479,150.036,146500
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
62,0.599,0.533,9,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,228467
18,0.599,0.667,7,-4.267,0.0367,0.0533,0,0.134,0.817,80.984,288877
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
76,0.599,0.785,3,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,233640
57,0.599,0.888,11,-2.931,0.0514,0.0273,0,0.28,0.833,121.05,197587
64,0.599,0.869,0,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
83,0.599,0.733,11,-7.058,0.203,0.176,0,0.242,0.534,102.211,162583
10,0.599,0.719,0,-12.57,0.0288,0.281,0.0514,0.693,0.785,106.08,288000
41,0.599,0.907,0,-4.406,0.0445,0.0733,0.533,0.474,0.833,126.275,233453
56,0.599,0.699,1,-7.588,0.1,0.58,0.276,0.108,0.296,120.927,245960
56,0.599,0.432,5,-6.097,0.0451,0.62,0.00773,0.105,0.615,106.824,175777
59,0.599,0.518,8,-7.902,0.0333,0.479,0.00435,0.136,0.455,95.031,215773
31,0.599,0.55,5,-7.271,0.0324,0.354,0.00006,0.149,0.385,91.982,171853
34,0.599,0.636,0,-5.944,0.0584,0.0762,0,0.295,0.531,164.078,181859
45,0.599,0.9,5,-3.144,0.136,0.0936,0,0.0888,0.394,100.014,186120
60,0.599,0.619,10,-6.575,0.0523,0.002,0.00000,0.117,0.121,128.041,229947
42,0.599,0.533,9,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,228467
56,0.599,0.336,11,-13.686,0.05,0.74,0.6,0.168,0.184,123.011,140500
28,0.599,0.815,8,-7.638,0.337,0.125,0,0.0877,0.623,72.437,311640
14,0.599,0.804,9,-10.233,0.432,0.069,0,0.0565,0.639,156.453,300852
22,0.599,0.738,0,-7.217,0.341,0.284,0,0.492,0.753,168.222,242107
42,0.599,0.858,1,-2.848,0.0794,0.0163,0,0.297,0.61,149.448,237040
0,0.599,0.861,11,-4.783,0.265,0.0128,0,0.113,0.613,92.866,228747
0,0.599,0.929,6,-3.93,0.423,0.044,0,0.319,0.646,97.979,224627
48,0.599,0.509,10,-5.895,0.148,0.0446,0.00367,0.146,0.04,134.966,199046
66,0.599,0.857,7,-5.7,0.299,0.0321,0,0.4,0.469,187.985,151915
24,0.599,0.81,1,-6.847,0.287,0.0311,0,0.0481,0.76,181.877,181917
50,0.599,0.244,1,-15.011,0.145,0.111,0.164,0.101,0.051,199.932,123064
5,0.599,0.164,0,-23.035,0.0475,0.888,0.00061,0.121,0.317,125.388,280493
76,0.599,0.785,3,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,233640
74,0.599,0.761,0,-6.887,0.0421,0.713,0.00001,0.349,0.712,77.015,163373
63,0.599,0.744,7,-8.72,0.0316,0.131,0.00275,0.0795,0.723,91.259,351267
72,0.599,0.732,5,-6.843,0.0262,0.0145,0.00047,0.143,0.294,97.989,263867
53,0.599,0.805,5,-7.07,0.0277,0.0863,0.0013,0.566,0.962,120.049,209360
53,0.599,0.86,0,-6.614,0.032,0.0864,0.00001,0.149,0.554,103.238,326000
60,0.599,0.186,8,-16.231,0.0315,0.956,0.00665,0.119,0.415,127.093,164027
69,0.599,0.957,11,-5.764,0.188,0.0129,0.00007,0.155,0.489,103.68,206200
48,0.599,0.613,8,-9.978,0.0344,0.163,0.00000,0.047,0.767,84.22,206707
64,0.599,0.869,0,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
70,0.599,0.667,7,-4.267,0.0367,0.0533,0,0.134,0.817,80.984,288877
86,0.599,0.448,8,-6.312,0.0232,0.163,0,0.106,0.168,95.05,263400
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
13,0.599,0.794,1,-7.509,0.439,0.0685,0,0.245,0.931,192.484,161489
69,0.599,0.396,10,-10.489,0.0392,0.738,0.00002,0.102,0.134,111.072,246327
30,0.599,0.578,6,-4.621,0.19,0.799,0.00000,0.0668,0.727,108.74,241640
5,0.599,0.164,0,-23.035,0.0475,0.888,0.00061,0.121,0.317,125.388,280493
62,0.599,0.533,9,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,228467
26,0.599,0.499,1,-11.184,0.429,0.411,0.00000,0.223,0.34,81.59,237227
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
0,0.599,0.843,2,-6.652,0.443,0.793,0,0.126,0.449,83.92,289833
36,0.599,0.468,0,-6.787,0.0311,0.00668,0,0.443,0.628,140.043,226173
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
15,0.599,0.423,8,-7.075,0.0914,0.208,0.00083,0.0773,0.893,139.636,221942
42,0.599,0.548,8,-9.906,0.0608,0.249,0.00093,0.271,0.81,101.641,149880
17,0.599,0.475,5,-4.719,0.531,0.323,0,0.16,0.51,131.629,164881
1,0.599,0.618,3,-8.98,0.12,0.589,0.00001,0.131,0.767,88.015,214413
46,0.599,0.873,1,-2.61,0.0312,0.00821,0.0041,0.0864,0.223,126,192381
21,0.599,0.757,7,-6.379,0.0566,0.34,0,0.15,0.756,104.978,217500
56,0.599,0.92,2,-2.843,0.13,0.00119,0.403,0.209,0.285,179.986,185333
0,0.599,0.986,4,-2.54,0.0781,0.047,0.726,0.272,0.308,127.964,331992
0,0.599,0.993,1,-1.026,0.107,0.00076,0.557,0.487,0.343,127.998,219375
51,0.599,0.929,4,-3.817,0.0746,0.00339,0.00421,0.501,0.141,130.027,207346
0,0.599,0.854,11,-6.602,0.122,0.00311,0.00033,0.23,0.406,127.987,273765
0,0.599,0.823,9,-6.686,0.0919,0.00997,0,0.252,0.538,121.993,204595
54,0.599,0.722,1,-4.032,0.0934,0.0256,0,0.0896,0.557,102.147,167093
35,0.599,0.814,6,-3.653,0.0829,0.118,0.00541,0.194,0.665,145.054,234653
83,0.599,0.887,4,-3.967,0.0984,0.0192,0.00000,0.3,0.881,170.918,193837
0,0.599,0.986,4,-2.54,0.0781,0.047,0.726,0.272,0.308,127.964,331992
0,0.599,0.993,1,-1.026,0.107,0.00076,0.557,0.487,0.343,127.998,219375
30,0.599,0.692,4,-6.347,0.0329,0.245,0.00042,0.337,0.161,122.001,243934
8,0.599,0.746,10,-10.698,0.0406,0.439,0.222,0.398,0.527,123.026,223500
0,0.599,0.679,1,-6.13,0.28,0.245,0,0.0807,0.845,120.774,221453
0,0.599,0.794,6,-3.605,0.034,0.00273,0.00023,0.344,0.162,128.054,223125
52,0.599,0.763,3,-3.727,0.0553,0.00026,0.794,0.241,0.118,127.997,379261
0,0.599,0.894,5,-4.654,0.043,0.00198,0.0197,0.534,0.171,128.004,313877
59,0.6,0.888,8,-4.612,0.13,0.00166,0,0.4,0.641,126.056,157024
67,0.6,0.754,0,-4.204,0.0488,0.0688,0,0.151,0.641,128.044,180820
65,0.6,0.96,4,-1.807,0.095,0.0426,0,0.0882,0.503,109.863,237077
24,0.6,0.863,8,-5.754,0.031,0.00168,0.00406,0.0939,0.223,106.997,206750
17,0.6,0.666,11,-9.827,0.0394,0.102,0,0.118,0.566,99.989,193176
49,0.6,0.78,4,-5.196,0.0379,0.0314,0,0.116,0.437,122.038,189836
31,0.6,0.731,2,-4.254,0.0385,0.262,0.00001,0.162,0.328,106.903,204112
28,0.6,0.634,9,-5.946,0.0286,0.336,0,0.109,0.214,105.023,193714
80,0.6,0.663,3,-5.802,0.0477,0.225,0,0.119,0.286,121.07,245493
80,0.6,0.663,3,-5.802,0.0477,0.225,0,0.119,0.286,121.07,245493
47,0.6,0.809,9,-4.982,0.164,0.0176,0,0.139,0.61,127.981,196303
17,0.6,0.666,11,-9.827,0.0394,0.102,0,0.118,0.566,99.989,193176
0,0.6,0.67,2,-7.191,0.0279,0.045,0.00040,0.131,0.504,134.918,259800
0,0.6,0.752,0,-8.984,0.0358,0.165,0.00001,0.157,0.541,121.079,295360
0,0.6,0.788,4,-7.291,0.0505,0.00125,0.0308,0.082,0.412,110.004,282347
61,0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,225882
35,0.6,0.828,1,-5.485,0.121,0.00448,0,0.168,0.356,130.913,194187
43,0.6,0.848,4,-3.967,0.0433,0.0157,0,0.243,0.437,124.082,213223
0,0.6,0.815,1,-5.273,0.0867,0.0247,0.00000,0.722,0.566,150.047,204680
45,0.6,0.191,8,-5.953,0.0334,0.875,0.00017,0.112,0.134,73.953,217693
73,0.6,0.706,10,-7.899,0.361,0.209,0,0.125,0.58,173.926,253533
13,0.6,0.634,10,-7.079,0.388,0.228,0,0.303,0.256,131.635,204148
73,0.6,0.706,10,-7.899,0.361,0.209,0,0.125,0.58,173.926,253533
51,0.6,0.757,1,-7.666,0.135,0.0335,0.00016,0.296,0.443,73.061,223665
32,0.6,0.854,2,-5.582,0.409,0.234,0,0.303,0.737,93.924,196596
73,0.6,0.706,10,-7.899,0.361,0.209,0,0.125,0.58,173.926,253533
49,0.6,0.799,10,-4.624,0.0461,0.282,0,0.0968,0.558,177.079,138462
54,0.6,0.76,5,-4.964,0.262,0.0842,0.00013,0.237,0.421,129.896,227087
57,0.6,0.77,5,-5.559,0.0302,0.0603,0.00001,0.0967,0.321,128.473,277240
50,0.6,0.869,0,-5.126,0.0302,0.00345,0.441,0.311,0.56,117.064,215267
60,0.6,0.869,0,-5.126,0.0302,0.00345,0.441,0.311,0.56,117.064,215267
58,0.6,0.746,4,-4.696,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442
30,0.6,0.384,7,-6.344,0.036,0.00352,0.00008,0.0861,0.362,137.955,212600
71,0.6,0.931,7,-4.647,0.0734,0.0296,0.0001,0.392,0.542,140.123,270427
34,0.6,0.783,0,-6.584,0.311,0.361,0,0.257,0.38,199.881,176144
49,0.6,0.78,4,-5.196,0.0379,0.0314,0,0.116,0.437,122.038,189836
43,0.6,0.848,4,-3.967,0.0433,0.0157,0,0.243,0.437,124.082,213223
8,0.6,0.854,1,-4.234,0.0351,0.18,0,0.0862,0.396,95.016,221442
79,0.6,0.688,5,-8.339,0.201,0.159,0.00001,0.409,0.0793,99.977,156600
53,0.6,0.467,8,-9.056,0.0274,0.445,0,0.321,0.583,117.121,230133
79,0.6,0.535,4,-7.043,0.107,0.648,0.0000,0.162,0.269,71.912,225133
79,0.6,0.535,4,-7.043,0.107,0.648,0.0000,0.162,0.269,71.912,225133
48,0.6,0.814,0,-9.411,0.0415,0.00342,0.00209,0.0605,0.873,120.037,207867
23,0.6,0.807,0,-1.89,0.381,0.0528,0,0.115,0.836,118.391,165333
70,0.6,0.528,0,-6.554,0.0308,0.263,0,0.588,0.142,108.025,284853
48,0.6,0.666,11,-9.827,0.0394,0.102,0,0.118,0.566,99.989,193176
73,0.6,0.319,0,-10.272,0.294,0.692,0.00958,0.137,0.507,141.96,250001
60,0.6,0.633,4,-7.507,0.0667,0.741,0.0736,0.0478,0.966,120.627,291947
48,0.6,0.617,10,-6.383,0.0255,0.755,0.624,0.151,0.354,110.024,192550
79,0.6,0.535,4,-7.043,0.107,0.648,0.0000,0.162,0.269,71.912,225133
0,0.6,0.475,1,-12.785,0.0457,0.397,0.344,0.0953,0.753,185.856,223312
1,0.6,0.0658,1,-15.907,0.0455,0.989,0.151,0.109,0.187,46.169,191267
43,0.6,0.921,6,-4.683,0.0713,0.391,0.00003,0.169,0.493,95.124,360133
5,0.6,0.636,6,-7.94,0.0362,0.0148,0.146,0.217,0.464,105.003,223562
17,0.6,0.466,10,-9.001,0.0496,0.822,0.0311,0.106,0.408,82.224,370333
49,0.6,0.619,9,-9.709,0.202,0.36,0.00004,0.106,0.308,103.908,271246
71,0.6,0.139,7,-8.975,0.0464,0.811,0.0000,0.0918,0.256,171.041,240907
49,0.6,0.78,4,-5.196,0.0379,0.0314,0,0.116,0.437,122.038,189836
47,0.6,0.947,6,-1.84,0.163,0.0395,0,0.1,0.347,126.045,175000
62,0.6,0.873,10,-4.773,0.0795,0.00089999999999999998,0.00102,0.156,0.295,122.045,146448
63,0.6,0.982,11,-3.921,0.0337,0.00349,0.48,0.124,0.212,127.994,201314
43,0.6,0.73,4,-5.084,0.0466,0.00017,0.857,0.582,0.278,128.057,167358
32,0.6,0.987,2,-4.732,0.0642,0.00023,0.823,0.337,0.277,150.022,169819
43,0.6,0.848,4,-3.967,0.0433,0.0157,0,0.243,0.437,124.082,213223
3,0.6,0.648,0,-5.247,0.0367,0.0608,0,0.138,0.28,120.006,206771
61,0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,225882
2,0.6,0.728,8,-3.112,0.0426,0.109,0,0.0995,0.459,127.926,217080
1,0.6,0.834,2,-4.229,0.0367,0.247,0.025,0.0414,0.454,108.052,208889
47,0.6,0.947,6,-1.84,0.163,0.0395,0,0.1,0.347,126.045,175000
68,0.6,0.99,6,-3.016,0.337,0.00116,0.52,0.124,0.192,127.954,148125
0,0.6,0.9,4,-6.01,0.0482,0.00521,0.821,0.121,0.227,127.998,178594
59,0.6,0.888,8,-4.612,0.13,0.00166,0,0.4,0.641,126.056,157024
77,0.601,0.775,0,-4.612,0.0473,0.269,0,0.0883,0.483,119.964,190295
25,0.601,0.693,4,-5.927,0.0817,0.0973,0.00000,0.0807,0.526,120.006,184000
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
13,0.601,0.77,1,-10.105,0.0602,0.0683,0.00066,0.0566,0.175,127.964,235900
11,0.601,0.809,0,-4.814,0.0441,0.00763,0.0757,0.145,0.249,167.96,187147
52,0.601,0.759,5,-4.467,0.0452,0.358,0,0.101,0.475,102.006,208947
38,0.601,0.642,2,-8.398,0.03,0.0176,0.00000,0.087,0.302,125.999,225306
0,0.601,0.877,6,-4.547,0.132,0.0185,0,0.246,0.855,179.965,191213
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
0,0.601,0.789,3,-7.744,0.0308,0.00315,0.273,0.0729,0.935,127.013,222227
7,0.601,0.609,2,-11.795,0.0428,0.0108,0.757,0.249,0.0671,101.973,349706
0,0.601,0.833,5,-7.882,0.0383,0.0042,0.0257,0.212,0.864,118.969,223533
0,0.601,0.957,7,-5.598,0.0409,0.00024,0.904,0.106,0.332,135.008,310333
58,0.601,0.682,10,-5.905,0.0338,0.0856,0.00384,0.132,0.17,94.999,211200
80,0.601,0.724,6,-4.856,0.0486,0.0945,0.00000,0.12,0.508,102.061,207905
29,0.601,0.503,9,-7.989,0.0349,0.377,0.00008,0.096,0.603,130.225,219031
35,0.601,0.512,11,-11.56,0.0265,0.776,0.0261,0.0919,0.318,100.536,228253
57,0.601,0.682,1,-6.593,0.164,0.00016,0.00015,0.42,0.155,83.978,242857
0,0.601,0.768,8,-5.712,0.386,0.141,0,0.482,0.634,152.45,347507
44,0.601,0.901,5,-8.414,0.0463,0.00912,0.256,0.264,0.934,77.742,201280
49,0.601,0.73,6,-6.88,0.464,0.0121,0,0.229,0.371,83.233,306467
53,0.601,0.768,8,-5.712,0.386,0.141,0,0.482,0.634,152.45,347507
8,0.601,0.422,10,-13.364,0.518,0.21,0,0.0839,0.563,132.456,226987
42,0.601,0.557,0,-6.409,0.0772,0.315,0.00000,0.162,0.235,74.986,210000
40,0.601,0.825,9,-4.861,0.0427,0.0641,0.00001,0.0787,0.317,149.97,196800
72,0.601,0.859,5,-5.263,0.0276,0.00036,0.00124,0.0871,0.446,125.145,258027
68,0.601,0.643,2,-5.828,0.0314,0.112,0.00209,0.088,0.552,128.262,239600
72,0.601,0.859,5,-5.263,0.0276,0.00036,0.00124,0.0871,0.446,125.145,258027
68,0.601,0.643,2,-5.828,0.0314,0.112,0.00209,0.088,0.552,128.262,239600
0,0.601,0.928,7,-4.903,0.0703,0.0319,0.00012,0.401,0.564,140.11,270533
1,0.601,0.711,0,-10.698,0.106,0.136,0.00187,0.249,0.929,119.385,292680
81,0.601,0.532,10,-9.119,0.0286,0.432,0.00001,0.0925,0.341,136.571,281613
44,0.601,0.901,5,-8.414,0.0463,0.00912,0.256,0.264,0.934,77.742,201280
12,0.601,0.593,0,-11.685,0.0257,0.181,0.00044,0.121,0.902,97.784,285160
50,0.601,0.768,9,-8.718,0.0329,0.0785,0.712,0.0771,0.887,130.342,295250
58,0.601,0.756,10,-6.48,0.0348,0.00848,0.0478,0.0824,0.179,99.078,358520
72,0.601,0.859,5,-5.263,0.0276,0.00036,0.00124,0.0871,0.446,125.145,258027
0,0.601,0.928,7,-4.903,0.0703,0.0319,0.00012,0.401,0.564,140.11,270533
1,0.601,0.927,7,-4.892,0.0704,0.0346,0.00006,0.376,0.542,140.1,270533
39,0.601,0.806,8,-4.863,0.0321,0.00097,0.206,0.107,0.744,104.928,298520
40,0.601,0.708,6,-6.319,0.102,0.156,0.0562,0.112,0.709,153.801,204000
58,0.601,0.682,10,-5.905,0.0338,0.0856,0.00384,0.132,0.17,94.999,211200
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
38,0.601,0.531,5,-6.493,0.296,0.0623,0,0.0904,0.6,90.045,208068
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
0,0.601,0.972,5,-3.163,0.162,0.00175,0.719,0.0844,0.347,128.006,163161
0,0.601,0.499,10,-10.657,0.0536,0.0171,0.00045,0.171,0.515,80.101,253360
47,0.601,0.641,8,-5.202,0.157,0.215,0.013,0.172,0.556,160.926,237107
34,0.601,0.46,0,-9.7,0.0303,0.496,0.00009,0.22,0.798,120.829,190500
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
10,0.601,0.99,6,-3.016,0.337,0.00116,0.52,0.124,0.192,127.958,148125
1,0.601,0.974,6,-5.432,0.435,0.0338,0.00001,0.156,0.57,130.032,283739
61,0.601,0.813,9,-5.233,0.0624,0.0105,0,0.125,0.384,127.18,183307
63,0.601,0.726,1,-4.827,0.0804,0.0053,0,0.0638,0.256,124.078,208910
2,0.601,0.962,3,-4.52,0.0427,0.00984,0.291,0.0977,0.0749,128.055,202507
30,0.601,0.935,6,-3.96,0.0468,0.00052,0.848,0.111,0.112,126.025,212381
0,0.601,0.919,5,-4.901,0.0566,0.00006,0.738,0.0554,0.219,127.992,345048
19,0.601,0.852,5,-6.313,0.05,0.0187,0.0933,0.0841,0.233,129.949,191077
0,0.601,0.785,3,-4.761,0.0332,0.00902,0.92,0.0939,0.133,127.981,318794
51,0.601,0.638,1,-6.348,0.0409,0.00986,0,0.07,0.328,127.959,195000
55,0.601,0.939,5,-3.191,0.115,0.0905,0.00061,0.53,0.336,127.875,149414
79,0.601,0.794,7,-5.844,0.0671,0.00987,0.00000,0.388,0.244,114.066,217467
72,0.601,0.843,0,-4.87,0.0593,0.00070,0.00005,0.0681,0.534,128.002,227987
30,0.601,0.935,6,-3.96,0.0468,0.00052,0.848,0.111,0.112,126.025,212381
0,0.601,0.919,5,-4.901,0.0566,0.00006,0.738,0.0554,0.219,127.992,345048
19,0.601,0.993,11,-3.755,0.0808,0.00337,0.235,0.655,0.596,127.992,390029
37,0.601,0.933,11,-4.087,0.0764,0.00724,0.0134,0.468,0.332,128.032,181875
0,0.601,0.951,9,-3.138,0.0426,0.271,0.84,0.146,0.968,127.959,179531
58,0.601,0.834,1,-6.573,0.0358,0.0295,0.888,0.34,0.352,125.991,338867
55,0.601,0.939,5,-3.191,0.115,0.0905,0.00061,0.53,0.336,127.875,149414
2,0.601,0.962,3,-4.52,0.0427,0.00984,0.291,0.0977,0.0749,128.055,202507
43,0.601,0.887,9,-2.52,0.0629,0.0232,0.00005,0.148,0.527,128.09,187969
30,0.602,0.697,9,-6.766,0.0289,0.0533,0.00016,0.129,0.395,127.992,230039
39,0.602,0.72,4,-4.548,0.127,0.373,0,0.163,0.197,145.009,155586
